Order ID,Order Number,Quantity,Price,Line Number,Sales,Status,Deal Size
143,10207,31,100,15,4076.19,Shipped,Medium
144,10217,48,100,4,7020.48,Shipped,Large
145,10229,50,100,9,6426.5,Shipped,Medium
146,10245,28,100,2,4591.72,Shipped,Medium
147,10259,26,100,12,4033.38,Shipped,Medium
148,10270,32,100,2,4302.08,Shipped,Medium
149,10281,44,100,9,7020.64,Shipped,Large
150,10291,30,100,4,3855.9,Shipped,Medium
151,10305,38,100,13,6680.78,Shipped,Medium
152,10313,40,100,7,6678,Shipped,Medium
153,10322,46,61.99,8,2851.54,Shipped,Small
154,10334,26,100,2,3188.12,On Hold,Medium
155,10347,27,100,2,4428,Shipped,Medium
156,10357,43,100,9,5780.92,Shipped,Medium
157,10370,35,65.63,4,2297.05,Shipped,Small
158,10381,37,100,6,6231.54,Shipped,Medium
159,10391,37,46.9,7,1735.3,Shipped,Small
160,10411,27,100,2,4427.73,Shipped,Medium
161,10425,38,100,12,5894.94,In Process,Medium
162,10108,33,100,6,5265.15,Shipped,Medium
163,10122,42,100,10,7599.9,Shipped,Large
164,10135,42,100,7,8008.56,Shipped,Large
165,10147,48,100,7,9245.76,Shipped,Large
166,10159,41,100,2,8296.35,Shipped,Large
167,10169,30,100,2,5019.9,Shipped,Medium
168,10181,27,100,14,5411.07,Shipped,Medium
169,10191,21,100,3,3840.9,Shipped,Medium
170,10203,20,100,8,3930.4,Shipped,Medium
171,10211,41,100,2,7498.9,Shipped,Large
172,10225,27,100,9,4517.91,Shipped,Medium
173,10238,28,100,3,5774.72,Shipped,Medium
174,10253,24,100,13,3922.56,Cancelled,Medium
175,10266,44,100,14,9160.36,Shipped,Large
176,10276,50,100,3,9631,Shipped,Large
177,10287,21,100,12,3432.24,Shipped,Medium
178,10300,33,100,5,5521.89,Shipped,Medium
179,10310,33,100,10,6934.62,Shipped,Medium
180,10320,31,100,3,6876.11,Shipped,Medium
181,10329,41,71.47,5,2930.27,Shipped,Small
182,10341,45,79.65,2,3584.25,Shipped,Medium
183,10363,33,85.39,3,2817.87,Shipped,Small
184,10375,45,76,7,3420,Shipped,Medium
185,10389,26,99.04,4,2575.04,Shipped,Small
186,10419,12,100,13,1961.28,Shipped,Small
187,10105,41,100,15,8690.36,Shipped,Large
188,10117,33,100,9,6034.38,Shipped,Medium
189,10127,46,100,2,11279.2,Shipped,Large
190,10142,33,100,12,8023.29,Shipped,Large
191,10153,20,100,11,4904,Shipped,Medium
192,10165,44,100,3,8594.52,Shipped,Large
193,10176,33,100,2,7474.5,Shipped,Large
194,10185,21,100,13,3883.74,Shipped,Medium
195,10196,47,100,5,8887.7,Shipped,Large
196,10208,46,100,13,8602.92,Shipped,Large
197,10220,32,100,2,7181.44,Shipped,Large
198,10231,42,100,2,8378.58,Shipped,Large
199,10247,44,100,2,10606.2,Shipped,Large
200,10272,35,100,2,5818.4,Shipped,Medium
201,10282,41,100,5,7071.27,Shipped,Large
202,10293,46,100,8,8411.56,Shipped,Large
203,10306,31,100,13,6570.76,Shipped,Medium
204,10314,38,100,5,7975.44,Shipped,Large
205,10325,42,64,8,2688,Shipped,Small
206,10336,33,57.22,10,1888.26,Shipped,Small
207,10348,48,52.36,8,2513.28,Shipped,Small
208,10359,42,100,8,4764.48,Shipped,Medium
209,10371,32,100,6,3560.64,Shipped,Medium
210,10382,34,100,10,3823.64,Shipped,Medium
211,10395,33,69.12,1,2280.96,Shipped,Small
212,10413,36,100,2,8677.8,Shipped,Large
213,10103,27,100,8,3394.98,Shipped,Medium
214,10113,21,100,2,3415.44,Shipped,Medium
215,10126,21,100,8,2439.57,Shipped,Small
216,10140,38,100,8,4829.8,Shipped,Medium
217,10150,30,100,5,4100.1,Shipped,Medium
218,10164,49,100,6,6563.06,Resolved,Medium
219,10174,43,100,1,6817.22,Shipped,Medium
220,10183,41,100,5,6163.94,Shipped,Medium
221,10194,38,100,8,4933.92,Shipped,Medium
222,10206,28,100,3,4056.36,Shipped,Medium
223,10216,43,100,1,5759.42,Shipped,Medium
224,10229,25,100,13,3451,Shipped,Medium
225,10245,38,100,6,5920.4,Shipped,Medium
226,10258,41,100,3,6668.24,Shipped,Medium
227,10270,28,100,6,4094.72,Shipped,Medium
228,10281,25,100,13,2938.5,Shipped,Small
229,10291,41,100,8,6387.8,Shipped,Medium
230,10304,39,100,3,6396,Shipped,Medium
231,10313,21,100,11,2669.1,Shipped,Small
232,10322,27,100,9,4784.13,Shipped,Medium
233,10333,33,99.21,6,3273.93,Shipped,Medium
234,10347,29,100,3,3586.43,Shipped,Medium
235,10357,49,100,8,5960.36,Shipped,Medium
236,10370,49,100,8,8470.14,Shipped,Large
237,10381,20,100,1,2952,Shipped,Small
238,10391,39,63.2,9,2464.8,Shipped,Small
239,10411,40,100,6,6232,Shipped,Medium
240,10424,49,100,3,7969.36,In Process,Large
241,10107,21,100,1,3036.6,Shipped,Medium
242,10121,50,100,4,8284,Shipped,Large
243,10134,20,100,1,2711.2,Shipped,Small
244,10145,49,100,5,8339.8,Shipped,Large
245,10159,38,100,13,6238.84,Shipped,Medium
246,10169,35,100,13,4639.25,Shipped,Medium
247,10180,40,100,8,6747.6,Shipped,Medium
248,10189,28,100,1,4512.48,Shipped,Medium
249,10201,25,100,1,4029,Shipped,Medium
250,10211,36,100,13,4771.8,Shipped,Medium
251,10224,43,100,6,6087.94,Shipped,Medium
252,10237,32,100,6,4193.28,Shipped,Medium
253,10251,46,100,1,7552.28,Shipped,Large
254,10263,48,100,1,6434.4,Shipped,Medium
255,10276,43,100,14,5181.5,Shipped,Medium
256,10285,49,100,5,6863.92,Shipped,Medium
257,10299,24,100,8,4157.04,Shipped,Medium
258,10309,26,100,4,4660.24,Shipped,Medium
259,10319,30,100,9,4111.8,Shipped,Medium
260,10329,24,100,6,3542.64,Shipped,Medium
261,10341,55,100,8,8118.55,Shipped,Large
262,10362,22,100,1,3877.06,Shipped,Medium
263,10375,49,78.92,13,3867.08,Shipped,Medium
264,10388,44,100,6,5951.44,Shipped,Medium
265,10403,66,100,6,8648.64,Shipped,Large
266,10417,21,100,1,3447.78,Disputed,Medium
267,10104,34,100,1,5958.5,Shipped,Medium
268,10117,43,100,10,5911.64,Shipped,Medium
269,10127,46,100,3,7366.44,Shipped,Large
270,10142,33,100,13,4985.64,Shipped,Medium
271,10153,42,100,12,5393.64,Shipped,Medium
272,10165,34,100,4,4880.02,Shipped,Medium
273,10176,47,100,3,8378.69,Shipped,Large
274,10185,33,100,14,4038.21,Shipped,Medium
275,10196,24,100,6,3807.12,Shipped,Medium
276,10208,26,100,14,3142.36,Shipped,Medium
277,10220,30,100,3,4713.6,Shipped,Medium
278,10230,43,100,1,7016.31,Shipped,Large
279,10247,25,100,3,4381.25,Shipped,Medium
280,10272,27,100,3,4283.01,Shipped,Medium
281,10282,27,100,6,4364.82,Shipped,Medium
282,10293,24,100,9,4242.24,Shipped,Medium
283,10306,34,100,14,4982.7,Shipped,Medium
284,10314,46,100,6,6393.54,Shipped,Medium
285,10324,27,54.33,1,1466.91,Shipped,Small
286,10336,33,100,11,4059.33,Shipped,Medium
287,10348,47,100,4,4801.52,Shipped,Medium
288,10358,49,55.34,5,2711.66,Shipped,Small
289,10372,40,100,4,5862,Shipped,Medium
290,10382,37,100,11,4071.85,Shipped,Medium
291,10413,47,100,3,8236.75,Shipped,Large
292,10108,45,100,4,6130.35,Shipped,Medium
293,10122,37,99.82,8,3693.34,Shipped,Medium
294,10135,48,100,5,6031.68,Shipped,Medium
295,10147,31,100,5,3494.94,Shipped,Medium
296,10160,46,100,6,5294.14,Shipped,Medium
297,10170,47,100,4,5464.69,Shipped,Medium
298,10181,28,100,12,2860.76,Shipped,Small
299,10191,40,100,1,5590,Shipped,Medium
300,10203,20,100,6,2254.8,Shipped,Small
301,10212,39,100,16,4946.76,Shipped,Medium
302,10225,25,99.82,7,2495.5,Shipped,Small
303,10238,29,100,1,3167.38,Shipped,Medium
304,10253,22,100,11,2402.84,Cancelled,Small
305,10266,22,100,12,2454.54,Shipped,Small
306,10276,47,100,1,5464.69,Shipped,Medium
307,10287,45,100,10,4756.5,Shipped,Medium
308,10300,29,100,3,3984.6,Shipped,Medium
309,10310,24,100,8,3100.32,Shipped,Medium
310,10320,35,100,1,4850.3,Shipped,Medium
311,10329,46,83.63,13,3846.98,Shipped,Medium
312,10341,44,95.93,1,4220.92,Shipped,Medium
313,10363,34,96.73,4,3288.82,Shipped,Medium
314,10376,35,100,1,3987.2,Shipped,Medium
315,10389,25,72.38,6,1809.5,Shipped,Small
316,10419,10,100,11,1092.2,Shipped,Small
317,10105,29,100,14,4566.05,Shipped,Medium
318,10117,39,100,8,5938.14,Shipped,Medium
319,10127,42,100,1,8138.76,Shipped,Large
320,10142,46,100,11,9470.94,Shipped,Large
321,10153,49,100,10,7036.89,Shipped,Large
322,10165,27,100,2,5559.03,Shipped,Medium
323,10176,50,100,1,7872.5,Shipped,Large
324,10185,43,100,12,7886.2,Shipped,Large
325,10196,38,100,4,7232.16,Shipped,Large
326,10208,20,100,12,3114.4,Shipped,Medium
327,10220,27,100,1,5045.22,Shipped,Medium
328,10231,49,100,1,6952.12,Shipped,Medium
329,10247,27,100,1,4157.73,Shipped,Medium
330,10272,39,100,1,7962.24,Shipped,Large
331,10282,24,100,4,3778.8,Shipped,Medium
332,10293,45,100,7,8253,Shipped,Large
333,10306,20,100,12,3633.4,Shipped,Medium
334,10314,36,100,4,6913.8,Shipped,Medium
335,10325,24,100,1,2583.6,Shipped,Small
336,10336,49,63.38,1,3105.62,Shipped,Medium
337,10349,26,100,10,4408.56,Shipped,Medium
338,10359,49,62.09,5,3042.41,Shipped,Medium
339,10372,34,100,1,5941.5,Shipped,Medium
340,10382,34,95.35,12,3241.9,Shipped,Medium
341,10396,33,100,3,6109.29,Shipped,Medium
342,10413,22,100,1,3387.78,Shipped,Medium
343,10108,39,89.38,7,3485.82,Shipped,Medium
344,10122,32,63.84,11,2042.88,Shipped,Small
345,10135,24,75.01,8,1800.24,Shipped,Small
346,10147,21,63.84,8,1340.64,Shipped,Small
347,10159,24,73.42,3,1762.08,Shipped,Small
348,10169,36,63.84,3,2298.24,Shipped,Small
349,10181,20,81.4,15,1628,Shipped,Small
350,10191,30,64.64,4,1939.2,Shipped,Small
351,10203,44,82.99,9,3651.56,Shipped,Medium
352,10211,28,92.57,3,2591.96,Shipped,Small
353,10225,37,77.41,10,2864.17,Shipped,Small
354,10238,20,74.21,4,1484.2,Shipped,Small
355,10253,25,90.17,14,2254.25,Cancelled,Small
356,10266,35,76.61,15,2681.35,Shipped,Small
357,10276,38,83.79,4,3184.02,Shipped,Medium
358,10287,41,69.43,13,2846.63,Shipped,Small
359,10300,22,76.61,6,1685.42,Shipped,Small
360,10310,49,81.4,11,3988.6,Shipped,Medium
361,10320,38,73.42,4,2789.96,Shipped,Small
362,10329,33,100,14,3607.56,Shipped,Medium
363,10341,36,93.56,10,3368.16,Shipped,Medium
364,10363,34,81.62,5,2775.08,Shipped,Small
365,10377,24,67.83,5,1627.92,Shipped,Small
366,10389,36,70.26,7,2529.36,Shipped,Small
367,10419,34,90.17,14,3065.78,Shipped,Medium
368,10104,41,100,9,4615.78,Shipped,Medium
369,10115,46,100,5,5723.78,Shipped,Medium
370,10127,24,100,11,2559.6,Shipped,Small
371,10141,21,100,5,2140.11,Shipped,Small
372,10151,24,100,3,3327.6,Shipped,Medium
373,10165,48,100,12,6825.6,Shipped,Medium
374,10175,26,100,1,3543.28,Shipped,Medium
375,10184,37,100,6,4516.22,Shipped,Medium
376,10195,49,100,6,6445.46,Shipped,Medium
377,10207,34,99.54,7,3384.36,Shipped,Medium
378,10219,48,100,2,4891.68,Shipped,Medium
379,10229,36,100,1,4521.96,Shipped,Medium
380,10246,46,100,5,5069.66,Shipped,Medium
381,10259,46,100,4,6541.2,Shipped,Medium
382,10271,31,97.17,5,3012.27,Shipped,Medium
383,10281,41,100,1,5247.18,Shipped,Medium
384,10292,21,100,8,2214.87,Shipped,Small
385,10305,38,100,5,4773.18,Shipped,Medium
386,10314,45,100,14,6185.7,Shipped,Medium
387,10324,26,58.38,7,1517.88,Shipped,Small
388,10336,38,100,3,6372.6,Shipped,Medium
389,10349,48,100,9,5232.96,Shipped,Medium
390,10358,42,64.16,9,2694.72,Shipped,Small
391,10371,49,35.71,4,1749.79,Shipped,Small
392,10382,32,66.58,13,2130.56,Shipped,Small
393,10412,54,100,5,5951.34,Shipped,Medium
394,10425,33,100,4,4692.6,In Process,Medium
395,10108,36,100,3,3731.04,Shipped,Medium
396,10122,20,100,7,2142,Shipped,Small
397,10135,29,97.89,4,2838.81,Shipped,Small
398,10147,33,97.89,4,3230.37,Shipped,Medium
399,10160,50,100,5,5182,Shipped,Medium
400,10170,41,100,3,4391.1,Shipped,Medium
401,10181,36,100,11,4477.32,Shipped,Medium
402,10192,27,100,16,3544.56,Shipped,Medium
403,10203,47,100,5,5195.85,Shipped,Medium
404,10212,33,100,15,4180.44,Shipped,Medium
405,10225,21,100,6,2684.43,Shipped,Small
406,10239,21,93.28,5,1958.88,Shipped,Small
407,10253,41,100,10,4910.57,Cancelled,Medium
408,10266,40,100,11,4468.4,Shipped,Medium
409,10277,28,100,1,3127.88,Shipped,Medium
410,10287,23,100,9,2675.13,Shipped,Small
411,10300,23,100,2,2807.61,Shipped,Small
412,10310,25,100,7,2504.75,Shipped,Small
413,10321,24,100,15,2984.88,Shipped,Small
414,10329,39,64.74,15,2524.86,Shipped,Small
415,10341,55,75.2,7,4136,Shipped,Medium
416,10363,46,88.45,6,4068.7,Shipped,Medium
417,10377,50,100,1,5182,Shipped,Medium
418,10389,47,100,8,5243.79,Shipped,Medium
419,10405,97,93.28,5,9048.16,Shipped,Large
420,10419,32,100,10,3832.64,Shipped,Medium
421,10103,35,100,10,3920,Shipped,Medium
422,10113,49,100,4,4916.66,Shipped,Medium
423,10126,38,100,10,3857,Shipped,Medium
424,10140,32,100,10,4181.44,Shipped,Medium
425,10150,34,100,7,4641,Shipped,Medium
426,10164,36,99.17,8,3570.12,Resolved,Medium
427,10174,48,93.34,3,4480.32,Shipped,Medium
428,10183,21,96.84,7,2033.64,Shipped,Small
429,10194,21,93.34,10,1960.14,Shipped,Small
430,10206,34,100,5,3966.78,Shipped,Medium
431,10215,46,100,2,5152,Shipped,Medium
432,10228,32,100,1,3360,Shipped,Medium
433,10245,29,100,8,3451,Shipped,Medium
434,10258,41,100,5,5453,Shipped,Medium
435,10270,43,96.84,8,4164.12,Shipped,Medium
436,10280,24,100,1,2800.08,Shipped,Small
437,10291,41,100,10,4687.94,Shipped,Medium
438,10304,46,98,5,4508,Shipped,Medium
439,10312,32,100,2,4181.44,Shipped,Medium
440,10322,22,100,10,2251.04,Shipped,Small
441,10333,29,40.25,7,1167.25,Shipped,Small
442,10347,42,49.6,5,2083.2,Shipped,Small
443,10357,39,98,1,3822,Shipped,Medium
444,10370,27,100,1,3911.49,Shipped,Medium
445,10381,48,98,2,4704,Shipped,Medium
446,10391,29,85.1,10,2467.9,Shipped,Small
447,10411,27,100,8,3213,Shipped,Medium
448,10424,54,100,5,7182,In Process,Large
449,10109,26,100,4,4379.18,Shipped,Medium
450,10122,34,100,2,5004.8,Shipped,Medium
451,10136,25,100,2,3644.75,Shipped,Medium
452,10148,23,100,13,2702.04,Shipped,Small
453,10161,28,100,12,3764.88,Shipped,Medium
454,10171,35,100,2,4508,Shipped,Medium
455,10181,44,100,6,5418.16,Shipped,Medium
456,10192,22,100,11,3300.66,Shipped,Medium
457,10204,42,100,17,6182.4,Shipped,Medium
458,10212,29,100,10,4186.73,Shipped,Medium
459,10225,32,100,1,4529.28,Shipped,Medium
460,10240,41,100,3,5628.89,Shipped,Medium
461,10253,26,100,5,3054.48,Cancelled,Medium
462,10266,21,100,6,2526.51,Shipped,Small
463,10278,34,100,6,4667.86,Shipped,Medium
464,10287,41,100,4,6499.32,Shipped,Medium
465,10301,37,100,8,5917.78,Shipped,Medium
466,10310,37,100,2,6231.91,Shipped,Medium
467,10321,41,100,10,5803.14,Shipped,Medium
468,10331,46,100,6,6434.02,Shipped,Medium
469,10342,40,100,2,6454.4,Shipped,Medium
470,10356,43,97.6,8,4196.8,Shipped,Medium
471,10365,30,87.06,1,2611.8,Shipped,Small
472,10377,35,100,2,5895.05,Shipped,Medium
473,10390,36,93.77,14,3375.72,Shipped,Medium
474,10406,61,100,3,8374.69,Disputed,Large
475,10419,38,100,5,4464.24,Shipped,Medium
476,10102,39,100,2,4808.31,Shipped,Medium
477,10111,33,99.66,6,3288.78,Shipped,Medium
478,10125,32,100,1,3254.72,Shipped,Medium
479,10139,31,100,7,3184.94,Shipped,Medium
480,10149,50,100,4,5907.5,Shipped,Medium
481,10162,48,91.44,2,4389.12,Shipped,Medium
482,10173,43,100,6,5036.16,Shipped,Medium
483,10182,25,87.33,3,2183.25,Shipped,Small
484,10193,28,100,7,3106.88,Shipped,Medium
485,10205,36,100,2,3735.72,Shipped,Medium
486,10215,27,89.38,10,2413.26,Shipped,Small
487,10227,25,100,3,2953.75,Shipped,Small
488,10244,40,100,7,4684.8,Shipped,Medium
489,10256,34,95.55,2,3248.7,Shipped,Medium
490,10280,50,100,9,5239.5,Shipped,Medium
491,10289,38,100,2,4567.98,Shipped,Medium
492,10304,37,95.55,13,3535.35,Shipped,Medium
493,10312,43,89.38,10,3843.34,Shipped,Medium
494,10322,43,86.3,14,3710.9,Shipped,Medium
495,10332,46,95.13,15,4375.98,Shipped,Medium
496,10346,42,36.11,3,1516.62,Shipped,Small
497,10356,50,50.18,9,2509,Shipped,Small
498,10369,44,100,8,9240.44,Shipped,Large
499,10380,27,93.16,13,2515.32,Shipped,Small
500,10391,35,100,2,5548.9,Shipped,Medium
501,10422,51,95.55,2,4873.05,In Process,Medium
502,10102,41,50.14,1,2055.74,Shipped,Small
503,10111,48,49.06,5,2354.88,Shipped,Small
504,10126,42,54.99,17,2309.58,Shipped,Small
505,10139,49,43.13,6,2113.37,Shipped,Small
506,10149,30,58.22,3,1746.6,Shipped,Small
507,10162,45,51.21,1,2304.45,Shipped,Small
508,10173,48,44.21,5,2122.08,Shipped,Small
509,10182,32,54.45,2,1742.4,Shipped,Small
510,10193,46,53.37,6,2455.02,Shipped,Small
511,10205,48,63.61,1,3053.28,Shipped,Medium
512,10215,33,43.13,9,1423.29,Shipped,Small
513,10227,31,48.52,2,1504.12,Shipped,Small
514,10244,20,58.22,6,1164.4,Shipped,Small
515,10256,29,51.75,1,1500.75,Shipped,Small
516,10280,27,57.68,8,1557.36,Shipped,Small
517,10289,24,56.07,1,1345.68,Shipped,Small
518,10304,37,48.52,12,1795.24,Shipped,Small
519,10312,25,44.21,9,1105.25,Shipped,Small
520,10322,41,57.68,5,2364.88,Shipped,Small
521,10332,27,89.89,16,2427.03,Shipped,Small
522,10347,21,58.95,7,1237.95,Shipped,Small
523,10356,22,72.41,6,1593.02,Shipped,Small
524,10369,32,98.63,7,3156.16,Shipped,Medium
525,10381,25,52.83,9,1320.75,Shipped,Small
526,10391,42,100,3,4998,Shipped,Medium
527,10422,25,51.75,1,1293.75,In Process,Small
528,10110,37,100,16,5433.08,Shipped,Medium
529,10123,26,100,2,3073.72,Shipped,Medium
530,10137,44,99.55,2,4380.2,Shipped,Medium
531,10148,47,100,9,5848.68,Shipped,Medium
532,10161,43,100,8,6153.73,Shipped,Medium
533,10172,42,100,6,4965.24,Shipped,Medium
534,10181,42,100,2,5435.64,Shipped,Medium
535,10192,29,100,7,4258.36,Shipped,Medium
536,10204,40,100,13,4032,Shipped,Medium
537,10212,38,100,6,4492.36,Shipped,Medium
538,10226,38,100,4,4161.38,Shipped,Medium
539,10241,21,100,11,2508.66,Shipped,Small
540,10253,24,100,1,3374.88,Cancelled,Medium
541,10266,36,100,2,5196.6,Shipped,Medium
542,10278,23,100,2,2604.52,Shipped,Small
543,10288,20,100,14,2936.8,Shipped,Small
544,10301,32,100,4,3424.64,Shipped,Medium
545,10311,29,100,9,2923.2,Shipped,Small
546,10321,44,100,6,4489.76,Shipped,Medium
547,10331,44,100,14,4849.24,Shipped,Medium
548,10343,36,100,4,5848.92,Shipped,Medium
549,10367,49,56.3,1,2758.7,Resolved,Small
550,10378,34,42.64,5,1449.76,Shipped,Small
551,10407,59,100,11,7048.14,On Hold,Large
552,10419,37,100,1,5202.94,Shipped,Medium
553,10106,36,100,12,5279.4,Shipped,Medium
554,10119,43,100,3,6916.12,Shipped,Medium
555,10131,21,100,4,2781.66,Shipped,Small
556,10143,32,100,7,5248,Shipped,Medium
557,10155,38,100,5,6531.44,Shipped,Medium
558,10167,43,100,1,5763.72,Cancelled,Medium
